"역사_ID","역사명","호선","위도","경도"
"1862","죽전","분당선","37.324753","127.107395"
"1861","보정","분당선","37.312752","127.108196"
"1860","이매","분당선","37.395371","127.128248"
"1859","오리","분당선","37.339824","127.108942"
"1858","미금","분당선","37.350077","127.10891"
"1857","정자","분당선","37.365994","127.10807"
"1856","수내","분당선","37.378455","127.114322"
"1855","서현","분당선","37.385126","127.123592"
"1854","야탑","분당선","37.411185","127.128715"
"1853","모란","분당선","37.432052","127.129104"
"1852","태평","분당선","37.440019","127.127709"
"1851","가천대","분당선","37.448605","127.126697"
"1850","선정릉","분당선","37.510735","127.043677"
"1849","강남구청","분당선","37.517469","127.041151"
"1848","압구정로데오","분당선","37.527381","127.040534"
"1847","서울숲","분당선","37.543617","127.044707"
"1846","수원","분당선","37.265917","126.999422"
"1823","도화","경인선","37.46607","126.668672"
"1822","중동","경인선","37.486562","126.764843"
"1821","온수(성공회대입구)","경인선","37.492433","126.824086"
"1817","도원","경인선","37.468446","126.642706"
"1816","간석","경인선","37.464737","126.694181"
"1815","부개","경인선","37.488418","126.74109"
"1814","소사","경인선","37.482753","126.79544"
"1813","구일","경인선","37.496756","126.870793"
"1812","인천","경인선","37.476079","126.616801"
"1811","동인천","경인선","37.475276","126.632802"
"1810","제물포","경인선","37.466769","126.656666"
"1809","주안","경인선","37.465047","126.679742"
"1808","동암","경인선","37.471408","126.702896"
"1807","백운","경인선","37.483664","126.707704"
"1806","부평","경인선","37.489445","126.724506"
"1805","송내","경인선","37.4876","126.753664"
"1804","부천","경인선","37.48405","126.782686"
"1803","역곡","경인선","37.485178","126.811502"
"1802","오류동","경인선","37.494526","126.845365"
"1801","개봉","경인선","37.494594","126.85968"
"1763","수리산","안산선","37.349801","126.925365"
"1762","오이도","안산선","37.362357","126.738714"
"1761","정왕","안산선","37.351735","126.742989"
"1760","신길온천","안산선","37.338212","126.765844"
"1759","안산","안산선","37.327082","126.788532"
"1758","초지","안산선","37.320646","126.805913"
"1757","고잔","안산선","37.316784","126.823144"
"1756","중앙","안산선","37.315941","126.838573"
"1755","한대앞","안산선","37.309689","126.85344"
"1754","상록수","안산선","37.302795","126.866489"
"1753","반월","안산선","37.312212","126.903524"
"1752","대야미","안산선","37.328467","126.917332"
"1751","산본","안산선","37.358101","126.933274"
"1750","광명","경부선","37.416182","126.884466"
"1749","서동탄","경부선","37.195504","127.051672"
"1729","당정","경부선","37.344285","126.948345"
"1728","천안","경부선","36.810005","127.146826"
"1727","두정","경부선","36.833705","127.14896"
"1726","직산","경부선","36.870593","127.143904"
"1725","성환","경부선","36.916076","127.126964"
"1724","평택","경부선","36.990726","127.085159"
"1723","지제","경부선","37.0188","127.070444"
"1722","서정리","경부선","37.056496","127.052819"
"1721","송탄","경부선","37.075696","127.054301"
"1720","진위","경부선","37.109447","127.062278"
"1719","오산","경부선","37.145885","127.06672"
"1718","오산대","경부선","37.168953","127.063197"
"1717","세마","경부선","37.187533","127.04318"
"1716","병점","경부선","37.207503","127.032731"
"1715","세류","경부선","37.245025","127.013222"
"1714","독산","경부선","37.466613","126.889249"
"1713","수원","경부선","37.266348","126.999561"
"1712","화서","경부선","37.283862","126.989627"
"1711","성균관대","경부선","37.300349","126.97075"
"1710","의왕","경부선","37.320852","126.948217"
"1709","군포","경부선","37.35356","126.948462"
"1708","금정","경부선","37.372221","126.943429"
"1707","명학","경부선","37.384653","126.935433"
"1706","안양","경부선","37.401592","126.922874"
"1705","관악","경부선","37.419232","126.908706"
"1704","석수","경부선","37.435047","126.902295"
"1703","금천구청","경부선","37.455626","126.89398"
"1702","가산디지털단지","경부선","37.481581","126.882581"
"1701","구로","경부선","37.503039","126.881966"
"1511","여주","경강선","37.282308","127.628816"
"1510","세종대왕릉","경강선","37.295309","127.570938"
"1509","부발","경강선","37.260192","127.490277"
"1508","이천","경강선","37.265579","127.44226"
"1507","신둔도예촌","경강선","37.317185","127.40476"
"1506","곤지암","경강선","37.351315","127.34674"
"1505","초월","경강선","37.374419","127.299"
"1504","경기광주","경강선","37.399907","127.25263"
"1503","삼동","경강선","37.409522","127.20336"
"1502","이매","경강선","37.394655","127.127819"
"1501","판교","경강선","37.394761","127.111217"
"1458","금정","과천선","37.372209","126.943417"
"1457","범계","과천선","37.389793","126.950806"
"1456","평촌","과천선","37.394287","126.963883"
"1455","인덕원","과천선","37.401553","126.976715"
"1454","정부과천청사","과천선","37.426513","126.98978"
"1453","과천","과천선","37.433021","126.996568"
"1452","대공원","과천선","37.435675","127.006523"
"1451","경마공원","과천선","37.443885","127.007888"
"1450","선바위","과천선","37.451673","127.002303"
"1408","신창(순천향대)","장항선","36.769502","126.951108"
"1407","온양온천","장항선","36.780483","127.003249"
"1405","배방","장항선","36.777629","127.052991"
"1404","탕정","장항선","36.78866","127.08485"
"1403","아산","장항선","36.792053","127.104361"
"1402","쌍용(나사렛대)","장항선","36.793759","127.1214"
"1401","봉명","장항선","36.801215","127.135763"
"1329","춘천","경춘선","37.885054","127.717023"
"1328","남춘천","경춘선","37.864007","127.723792"
"1327","김유정","경춘선","37.818466","127.71434"
"1326","강촌","경춘선","37.805723","127.634146"
"1325","백양리","경춘선","37.830779","127.58933"
"1324","굴봉산","경춘선","37.832067","127.557695"
"1323","가평","경춘선","37.814536","127.510739"
"1322","상천","경춘선","37.770246","127.454821"
"1321","청평","경춘선","37.735488","127.42661"
"1320","대성리","경춘선","37.684071","127.379319"
"1319","마석","경춘선","37.652782","127.311767"
"1318","천마산","경춘선","37.658978","127.285379"
"1317","평내호평","경춘선","37.653225","127.244493"
"1316","금곡","경춘선","37.637382","127.207853"
"1315","사릉","경춘선","37.65108","127.176933"
"1314","퇴계원","경춘선","37.648311","127.143952"
"1313","별내","경춘선","37.64202","127.12684"
"1312","갈매","경춘선","37.634118","127.114757"
"1311","신내","경춘선","37.612887","127.103218"
"1294","디지털미디어시티","경의중앙선","37.577475","126.900453"
"1293","홍대입구","경의중앙선","37.557641","126.926683"
"1292","공덕","경의중앙선","37.542596","126.952099"
"1291","서울역","경의중앙선","37.557231","126.97103"
"1286","운천","경의중앙선","37.879942","126.769999"
"1285","임진강","경의중앙선","37.888421","126.746765"
"1284","문산","경의중앙선","37.854619","126.788047"
"1283","파주","경의중앙선","37.815298","126.792783"
"1282","월롱","경의중앙선","37.796188","126.792587"
"1280","금촌","경의중앙선","37.766217","126.774644"
"1279","금릉","경의중앙선","37.751322","126.765347"
"1278","운정","경의중앙선","37.725826","126.767257"
"1277","야당","경의중앙선","37.712327","126.761356"
"1276","탄현","경의중앙선","37.694023","126.761086"
"1275","일산","경의중앙선","37.682077","126.769846"
"1274","풍산","경의중앙선","37.672346","126.786243"
"1273","백마","경의중앙선","37.658239","126.794461"
"1272","곡산","경의중앙선","37.645676","126.801762"
"1271","능곡","경의중앙선","37.618808","126.820783"
"1270","행신","경의중앙선","37.612102","126.834146"
"1269","강매","경의중앙선","37.612314","126.843223"
"1268","화전","경의중앙선","37.602888","126.868387"
"1267","수색","경의중앙선","37.580842","126.895611"
"1266","디지털미디어시티","경의중앙선","37.577475","126.900453"
"1265","가좌","경의중앙선","37.568491","126.915487"
"1264","홍대입구","경의중앙선","37.557641","126.926683"
"1263","서강대","경의중앙선","37.551881","126.935711"
"1262","공덕","경의중앙선","37.542596","126.952099"
"1261","효창공원앞","경의중앙선","37.538579","126.96221"
"1252","신촌","경의중앙선","37.559733","126.942597"
"1251","서울역","경의중앙선","37.557231","126.97103"
"1220","지평","중앙선","37.476393","127.629874"
"1219","용문","중앙선","37.48223","127.594647"
"1218","원덕","중앙선","37.468672","127.547076"
"1217","양평","중앙선","37.492773","127.491837"
"1216","오빈","중앙선","37.506062","127.473868"
"1215","아신","중앙선","37.51382","127.443173"
"1214","국수","중앙선","37.516169","127.399367"
"1213","신원","중앙선","37.525545","127.372921"
"1212","양수","중앙선","37.545981","127.329098"
"1211","운길산","중앙선","37.554669","127.310115"
"1210","팔당","중앙선","37.547371","127.243939"
"1209","도심","중앙선","37.579622","127.222672"
"1208","덕소","중앙선","37.586781","127.208832"
"1207","양정","중앙선","37.60533","127.19364"
"1206","도농","중앙선","37.608806","127.161153"
"1205","구리","중앙선","37.603392","127.143869"
"1204","양원","중앙선","37.606596","127.107906"
"1203","망우","중앙선","37.59955","127.091909"
"1202","상봉(시외버스터미널)","중앙선","37.596678","127.08504"
"1201","중랑","중앙선","37.594917","127.076116"
"1032","신길","경부선","37.516862","126.917865"
"1031","복정","분당선","37.470345","127.126658"
"1030","수서","분당선","37.487472","127.101422"
"1028","대모산입구","분당선","37.491373","127.07272"
"1027","개포동","분당선","37.489116","127.06614"
"1026","구룡","분당선","37.486839","127.058856"
"1025","도곡","분당선","37.491224","127.055186"
"1024","한티","분당선","37.496237","127.052873"
"1023","선릉","분당선","37.504856","127.048807"
"1022","창동","경원선","37.653007","127.047806"
"1021","녹천","경원선","37.644799","127.051269"
"1020","월계","경원선","37.633212","127.058831"
"1019","광운대","경원선","37.623632","127.061835"
"1018","석계","경원선","37.614532","127.065934"
"1017","신이문","경원선","37.601854","127.067325"
"1016","외대앞","경원선","37.596073","127.063549"
"1015","회기","중앙선","37.58946","127.057583"
"1014","청량리(서울시립대입구)","경원선","37.580759","127.0483"
"1013","왕십리(성동구청)","경원선","37.561827","127.038352"
"1012","응봉","경원선","37.549946","127.034538"
"1011","옥수","경원선","37.540446","127.018672"
"1010","한남","경원선","37.52943","127.009169"
"1009","서빙고","경원선","37.519594","126.988537"
"1008","이촌(국립중앙박물관)","경원선","37.522427","126.973406"
"1007","신도림","경부선","37.508787","126.891144"
"1006","영등포","경부선","37.515504","126.907628"
"1005","대방","경부선","37.513342","126.926382"
"1004","노량진","경부선","37.514149","126.94271"
"1003","용산","경부선","37.529849","126.964561"
"1002","남영","경부선","37.541021","126.9713"
"1001","서울역","경부선","37.554337","126.971134"
"0434","남태령","4호선","37.463873","126.989134"
"0433","사당","4호선","37.476955","126.981651"
"0432","총신대입구(이수)","4호선","37.486263","126.981989"
"0431","동작(현충원)","4호선","37.502852","126.980347"
"0430","이촌(국립중앙박물관)","4호선","37.522295","126.974733"
"0429","신용산","4호선","37.52917","126.967894"
"0428","삼각지","4호선","37.534075","126.9726"
"0427","숙대입구(갈월)","4호선","37.54456","126.972106"
"0426","서울역","4호선","37.55281","126.972556"
"0425","회현(남대문시장)","4호선","37.558514","126.978246"
"0424","명동","4호선","37.560989","126.986325"
"0423","충무로","4호선","37.561207","126.99408"
"0422","동대문역사문화공원","4호선","37.565133","127.007885"
"0421","동대문","4호선","37.57093","127.009287"
"0420","혜화","4호선","37.582336","127.001844"
"0419","한성대입구(삼선교)","4호선","37.588458","127.006221"
"0418","성신여대입구(돈암)","4호선","37.592612","127.016441"
"0417","길음","4호선","37.603407","127.025053"
"0416","미아사거리","4호선","37.613292","127.030053"
"0415","미아(서울사이버대학)","4호선","37.62667","127.025983"
"0414","수유(강북구청)","4호선","37.638052","127.025732"
"0413","쌍문","4호선","37.648627","127.034709"
"0412","창동","4호선","37.653088","127.047274"
"0411","노원","4호선","37.65627","127.063276"
"0410","상계","4호선","37.660878","127.073572"
"0409","당고개","4호선","37.670272","127.079066"
"0408","별내별가람","진접선","37.66778","127.11581"
"0406","오남","진접선","37.705","127.19281"
"0405","진접","진접선","37.7205","127.2034"
"0342","오금","3호선","37.502129","127.128319"
"0341","경찰병원","3호선","37.495918","127.12454"
"0340","가락시장","3호선","37.492245","127.117757"
"0339","수서","3호선","37.487378","127.101907"
"0338","일원","3호선","37.483681","127.08439"
"0337","대청","3호선","37.493514","127.079532"
"0336","학여울","3호선","37.496663","127.070594"
"0335","대치","3호선","37.494612","127.063642"
"0334","도곡","3호선","37.490922","127.055452"
"0333","매봉","3호선","37.486947","127.046769"
"0332","양재(서초구청)","3호선","37.484477","127.033902"
"0331","남부터미널(예술의전당)","3호선","37.485013","127.016189"
"0330","교대(법원.검찰청)","3호선","37.493025","127.013786"
"0329","고속터미널","3호선","37.504891","127.004916"
"0328","잠원","3호선","37.512759","127.01122"
"0327","신사","3호선","37.516334","127.020114"
"0326","압구정","3호선","37.527072","127.028461"
"0325","옥수","3호선","37.541684","127.017269"
"0324","금호","3호선","37.548034","127.015872"
"0323","약수","3호선","37.554867","127.010541"
"0322","동대입구","3호선","37.559052","127.005602"
"0321","충무로","3호선","37.56143","126.994072"
"0320","을지로3가","3호선","37.566672","126.992548"
"0319","종로3가","3호선","37.571605","126.991791"
"0318","안국","3호선","37.576477","126.985443"
"0317","경복궁(정부서울청사)","3호선","37.575762","126.97353"
"0316","독립문","3호선","37.574571","126.957748"
"0315","무악재","3호선","37.582299","126.950291"
"0314","홍제","3호선","37.589066","126.943736"
"0313","녹번","3호선","37.600927","126.935756"
"0312","불광","3호선","37.610553","126.92982"
"0311","연신내","3호선","37.619229","126.921038"
"0310","구파발","3호선","37.636763","126.918821"
"0309","지축","3호선","37.648033","126.913917"
"0250","용두(동대문구청)","2호선","37.574028","127.038091"
"0249","신정네거리","2호선","37.520074","126.852912"
"0248","양천구청","2호선","37.512398","126.865819"
"0247","도림천","2호선","37.514287","126.882768"
"0246","신설동","2호선","37.574747","127.024932"
"0245","신답","2호선","37.57004","127.046481"
"0244","용답","2호선","37.561904","127.050899"
"0243","충정로(경기대입구)","2호선","37.559704","126.964378"
"0242","아현","2호선","37.557345","126.956141"
"0241","이대","2호선","37.556733","126.946013"
"0240","신촌","2호선","37.555131","126.936926"
"0239","홍대입구","2호선","37.55679","126.923708"
"0238","합정","2호선","37.549457","126.913808"
"0237","당산","2호선","37.534946","126.902767"
"0236","영등포구청","2호선","37.525706","126.89661"
"0235","문래","2호선","37.517933","126.89476"
"0234","신도림","2호선","37.508961","126.891084"
"0233","대림(구로구청)","2호선","37.493243","126.894932"
"0232","구로디지털단지","2호선","37.485266","126.901401"
"0231","신대방","2호선","37.487462","126.913149"
"0230","신림","2호선","37.484201","126.929715"
"0229","봉천","2호선","37.482362","126.941892"
"0228","서울대입구(관악구청)","2호선","37.481247","126.952739"
"0227","낙성대","2호선","37.47693","126.963693"
"0226","사당","2호선","37.476538","126.981544"
"0225","방배","2호선","37.481426","126.997596"
"0224","서초","2호선","37.491897","127.007917"
"0223","교대(법원.검찰청)","2호선","37.493961","127.014667"
"0222","강남","2호선","37.49799","127.027912"
"0221","역삼","2호선","37.500622","127.036456"
"0220","선릉","2호선","37.504286","127.048203"
"0219","삼성(무역센터)","2호선","37.508844","127.06316"
"0218","종합운동장","2호선","37.511022","127.073704"
"0217","잠실새내","2호선","37.511687","127.086162"
"0216","잠실(송파구청)","2호선","37.513262","127.100159"
"0215","잠실나루","2호선","37.520733","127.10379"
"0214","강변(동서울터미널)","2호선","37.535095","127.094681"
"0213","구의(광진구청)","2호선","37.537077","127.085916"
"0212","건대입구","2호선","37.540373","127.069191"
"0211","성수","2호선","37.544581","127.055961"
"0210","뚝섬","2호선","37.547184","127.047367"
"0209","한양대","2호선","37.555273","127.043655"
"0208","왕십리(성동구청)","2호선","37.561238","127.036954"
"0207","상왕십리","2호선","37.564354","127.029354"
"0206","신당","2호선","37.56564","127.019614"
"0205","동대문역사문화공원","2호선","37.565613","127.009054"
"0204","을지로4가","2호선","37.566595","126.997817"
"0203","을지로3가","2호선","37.566306","126.991696"
"0202","을지로입구","2호선","37.566014","126.982618"
"0201","시청","2호선","37.563588","126.975411"
"0159","동묘앞","1호선","37.573197","127.01648"
"0158","청량리(서울시립대입구)","1호선","37.579956","127.044585"
"0157","제기동","1호선","37.578103","127.034893"
"0156","신설동","1호선","37.576048","127.024634"
"0155","동대문","1호선","37.571687","127.01093"
"0154","종로5가","1호선","37.570926","127.001849"
"0153","종로3가","1호선","37.570406","126.991847"
"0152","종각","1호선","37.570161","126.982923"
"0151","시청","1호선","37.565715","126.977088"
"0150","서울역","1호선","37.556228","126.972135"
